stop_id,stop_name,stop_lat,stop_lon,stop_url,location_type
4957,150404,-7.922738889737116,-34.91811666662962,https://virtual.granderecife.pe.gov.br/rumo/paradas/?codigo-parada=150404,0
4958,150405,-7.922941667515006,-34.91868611107401,https://virtual.granderecife.pe.gov.br/rumo/paradas/?codigo-parada=150405,0
4959,150406,-7.924808334182214,-34.920036111073834,https://virtual.granderecife.pe.gov.br/rumo/paradas/?codigo-parada=150406,0
4960,150407,-7.925208334182328,-34.92011944440716,https://virtual.granderecife.pe.gov.br/rumo/paradas/?codigo-parada=150407,0
4961,150408,-7.926275000849334,-34.92083611107373,https://virtual.granderecife.pe.gov.br/rumo/paradas/?codigo-parada=150408,0
4962,150409,-7.926730556405025,-34.92095555551816,https://virtual.granderecife.pe.gov.br/rumo/paradas/?codigo-parada=150409,0
4963,150410,-7.927477778627479,-34.92149166662921,https://virtual.granderecife.pe.gov.br/rumo/paradas/?codigo-parada=150410,0
4964,150411,-7.923636111959568,-34.930380555516955,https://virtual.granderecife.pe.gov.br/rumo/paradas/?codigo-parada=150411,0
4965,150414,-7.921908334181266,-34.93140833329459,https://virtual.granderecife.pe.gov.br/rumo/paradas/?codigo-parada=150414,0
4966,150415,-7.920805556403159,-34.9305833332947,https://virtual.granderecife.pe.gov.br/rumo/paradas/?codigo-parada=150415,0
4967,150416,-7.91949444529163,-34.92861111107274,https://virtual.granderecife.pe.gov.br/rumo/paradas/?codigo-parada=150416,0
4968,150417,-7.9188250008469465,-34.926986111072935,https://virtual.granderecife.pe.gov.br/rumo/paradas/?codigo-parada=150417,0
4969,150418,-7.9179388897355985,-34.924380555517715,https://virtual.granderecife.pe.gov.br/rumo/paradas/?codigo-parada=150418,0
4970,150419,-7.918175000846781,-34.92174444440693,https://virtual.granderecife.pe.gov.br/rumo/paradas/?codigo-parada=150419,0
4971,150420,-7.91679444529082,-34.91805833329628,https://virtual.granderecife.pe.gov.br/rumo/paradas/?codigo-parada=150420,0
4972,150421,-7.9161055564017415,-34.91587222218544,https://virtual.granderecife.pe.gov.br/rumo/paradas/?codigo-parada=150421,0
4973,150422,-7.917252778624296,-34.91326111107467,https://virtual.granderecife.pe.gov.br/rumo/paradas/?codigo-parada=150422,0
4974,150423,-7.918375002540541,-34.91177222218676,https://virtual.granderecife.pe.gov.br/rumo/paradas/?codigo-parada=150423,0
4975,150424,-7.918561111958084,-34.91133888885268,https://virtual.granderecife.pe.gov.br/rumo/paradas/?codigo-parada=150424,0
4976,150425,-7.917327778624326,-34.91292222218581,https://virtual.granderecife.pe.gov.br/rumo/paradas/?codigo-parada=150425,0
4977,150426,-7.9160750008461775,-34.91497777774112,https://virtual.granderecife.pe.gov.br/rumo/paradas/?codigo-parada=150426,0
4978,150427,-7.916505556401795,-34.917891666629636,https://virtual.granderecife.pe.gov.br/rumo/paradas/?codigo-parada=150427,0
4979,150428,-7.917752778624446,-34.91986388885162,https://virtual.granderecife.pe.gov.br/rumo/paradas/?codigo-parada=150428,0
4980,150686,-7.91804722306894,-34.92122222218478,https://virtual.granderecife.pe.gov.br/rumo/paradas/?codigo-parada=150686,0
4981,150642,-7.917797223068926,-34.9241361110733,https://virtual.granderecife.pe.gov.br/rumo/paradas/?codigo-parada=150642,0
4982,150431,-7.918236111957909,-34.9259583332953,https://virtual.granderecife.pe.gov.br/rumo/paradas/?codigo-parada=150431,0
4983,150432,-7.919094445291514,-34.92810833329502,https://virtual.granderecife.pe.gov.br/rumo/paradas/?codigo-parada=150432,0
4984,150433,-7.920388889736394,-34.930305555516966,https://virtual.granderecife.pe.gov.br/rumo/paradas/?codigo-parada=150433,0
4985,150434,-7.922119445292453,-34.93176666662788,https://virtual.granderecife.pe.gov.br/rumo/paradas/?codigo-parada=150434,0
4986,150435,-7.918955556402621,-34.90851111107525,https://virtual.granderecife.pe.gov.br/rumo/paradas/?codigo-parada=150435,0
