route_id,agency_id,route_short_name,route_long_name,route_type,route_url
2419,grctm,2419,Matriz Da Luz / Ti Camaragibe,3,https://virtual.granderecife.pe.gov.br/rumo/?codigo-linha=2419
2420,grctm,2420,Muribara / Ti Camaragibe,3,https://virtual.granderecife.pe.gov.br/rumo/?codigo-linha=2420
2437,grctm,2437,Ti Caxangá (Conde Boa Vista),3,https://virtual.granderecife.pe.gov.br/rumo/?codigo-linha=2437
2441,grctm,2441,Ti Cdu (Conde Boa Vista),3,https://virtual.granderecife.pe.gov.br/rumo/?codigo-linha=2441
2442,grctm,2442,Jd. Primavera (V. Pedreiras) / Ti Cdu,3,https://virtual.granderecife.pe.gov.br/rumo/?codigo-linha=2442
2445,grctm,2445,Tabatinga / Ti Caxangá,3,https://virtual.granderecife.pe.gov.br/rumo/?codigo-linha=2445
2446,grctm,2446,Ur-07 (Várzea) / Ti Cdu,3,https://virtual.granderecife.pe.gov.br/rumo/?codigo-linha=2446
2448,grctm,2448,Alto Santo Antônio / Ti Camaragibe,3,https://virtual.granderecife.pe.gov.br/rumo/?codigo-linha=2448
2450,grctm,2450,Ti Camaragibe (Conde Boa Vista),3,https://virtual.granderecife.pe.gov.br/rumo/?codigo-linha=2450
2456,grctm,2456,Viana / Ti Camaragibe,3,https://virtual.granderecife.pe.gov.br/rumo/?codigo-linha=2456
2457,grctm,2457,São Lourenço (Bacurau),3,https://virtual.granderecife.pe.gov.br/rumo/?codigo-linha=2457
2459,grctm,2459,Ti Cosme E Damião / Ti Caxangá,3,https://virtual.granderecife.pe.gov.br/rumo/?codigo-linha=2459
2462,grctm,2462,Lot. Santos Cosme Damião (Bacurau),3,https://virtual.granderecife.pe.gov.br/rumo/?codigo-linha=2462
2463,grctm,2463,Araçoiaba / Ti Camaragibe,3,https://virtual.granderecife.pe.gov.br/rumo/?codigo-linha=2463
2464,grctm,2464,Jardim Teresópolis / Ti Caxangá,3,https://virtual.granderecife.pe.gov.br/rumo/?codigo-linha=2464
2466,grctm,2466,Vera Cruz / Ti Camaragibe,3,https://virtual.granderecife.pe.gov.br/rumo/?codigo-linha=2466
2467,grctm,2467,Chã De Cruz / Ti Camaragibe,3,https://virtual.granderecife.pe.gov.br/rumo/?codigo-linha=2467
2473,grctm,2473,João Paulo Ii / Ti Camaragibe,3,https://virtual.granderecife.pe.gov.br/rumo/?codigo-linha=2473
2475,grctm,2475,Timbi / Ti Camaragibe,3,https://virtual.granderecife.pe.gov.br/rumo/?codigo-linha=2475
2476,grctm,2476,Santa Mônica / Ti Camaragibe,3,https://virtual.granderecife.pe.gov.br/rumo/?codigo-linha=2476
2477,grctm,2477,Santa Terezinha / Ti Camaragibe,3,https://virtual.granderecife.pe.gov.br/rumo/?codigo-linha=2477
2478,grctm,2478,Santana / Ti Camaragibe,3,https://virtual.granderecife.pe.gov.br/rumo/?codigo-linha=2478
2480,grctm,2480,Ti Camaragibe / Derby,3,https://virtual.granderecife.pe.gov.br/rumo/?codigo-linha=2480
2483,grctm,2483,Lot. S. João E S. Paulo / Ti Camaragibe,3,https://virtual.granderecife.pe.gov.br/rumo/?codigo-linha=2483
2486,grctm,2486,Penedo / Ti Camaragibe,3,https://virtual.granderecife.pe.gov.br/rumo/?codigo-linha=2486
2487,grctm,2487,Várzea Fria / Ti Camaragibe,3,https://virtual.granderecife.pe.gov.br/rumo/?codigo-linha=2487
2488,grctm,2488,Vila Da Fábrica / Ti Caxangá,3,https://virtual.granderecife.pe.gov.br/rumo/?codigo-linha=2488
2490,grctm,2490,Ti Camaragibe / Ti Macaxeira,3,https://virtual.granderecife.pe.gov.br/rumo/?codigo-linha=2490
2491,grctm,2491,São Lourenço / Ti Camaragibe,3,https://virtual.granderecife.pe.gov.br/rumo/?codigo-linha=2491
2492,grctm,2492,Parque Capibaribe / Ti Camaragibe,3,https://virtual.granderecife.pe.gov.br/rumo/?codigo-linha=2492
2493,grctm,2493,Tiúma / Ti Camaragibe,3,https://virtual.granderecife.pe.gov.br/rumo/?codigo-linha=2493
2920,grctm,2920,Ti Rio Doce / Ti Cdu,3,https://virtual.granderecife.pe.gov.br/rumo/?codigo-linha=2920
2930,grctm,2930,Ti Rio Doce / Dois Irmãos,3,https://virtual.granderecife.pe.gov.br/rumo/?codigo-linha=2930
2040,grctm,2040,Cdu / Boa Viagem / Caxangá,3,https://virtual.granderecife.pe.gov.br/rumo/?codigo-linha=2040
2060,grctm,2060,Ti Tancredo Neves / Ti Macaxeira,3,https://virtual.granderecife.pe.gov.br/rumo/?codigo-linha=2060
2416,grctm,2416,Roda De Fogo / Ti Getúlio Vargas,3,https://virtual.granderecife.pe.gov.br/rumo/?codigo-linha=2416
2417,grctm,2417,Nova Morada / Ti Caxangá,3,https://virtual.granderecife.pe.gov.br/rumo/?codigo-linha=2417
2421,grctm,2421,Torrões / Ti Getúlio Vargas,3,https://virtual.granderecife.pe.gov.br/rumo/?codigo-linha=2421
2423,grctm,2423,Engenho Do Meio / Ti Cdu,3,https://virtual.granderecife.pe.gov.br/rumo/?codigo-linha=2423
2427,grctm,2427,Monsenhor Fabrício (Bacurau),3,https://virtual.granderecife.pe.gov.br/rumo/?codigo-linha=2427
2431,grctm,2431,Ti Cdu / Ti Caxangá (Ufpe),3,https://virtual.granderecife.pe.gov.br/rumo/?codigo-linha=2431
2433,grctm,2433,Brasilit / Ti Cdu,3,https://virtual.granderecife.pe.gov.br/rumo/?codigo-linha=2433
2444,grctm,2444,Ti Getúlio Vargas (Conde Da Boa Vista),3,https://virtual.granderecife.pe.gov.br/rumo/?codigo-linha=2444
229,grctm,229,Marcos Freire (Opcional),3,https://virtual.granderecife.pe.gov.br/rumo/?codigo-linha=229
1062,grctm,1062,Ti Abreu E Lima (Pcr) (Parador),3,https://virtual.granderecife.pe.gov.br/rumo/?codigo-linha=1062
1076,grctm,1076,Ti Pelópidas (Pcr) (Parador),3,https://virtual.granderecife.pe.gov.br/rumo/?codigo-linha=1076
2043,grctm,2043,Ti Cdu / Ti Joana Bezerra (Parador),3,https://virtual.granderecife.pe.gov.br/rumo/?codigo-linha=2043
4133,grctm,4133,Três Carneiros (Cais De Santa Rita),3,https://virtual.granderecife.pe.gov.br/rumo/?codigo-linha=4133
4137,grctm,4137,Ur-11 (Cais De Santa Rita),3,https://virtual.granderecife.pe.gov.br/rumo/?codigo-linha=4137
4123,grctm,4123,Três Carneiros Baixo (Cais De Santa Rita),3,https://virtual.granderecife.pe.gov.br/rumo/?codigo-linha=4123
342,grctm,342,Curados (Opcional),3,https://virtual.granderecife.pe.gov.br/rumo/?codigo-linha=342
2429,grctm,2429,Ti Getúlio Vargas / Ti Cdu,3,https://virtual.granderecife.pe.gov.br/rumo/?codigo-linha=2429
1100,grctm,1100,Ti Pe-15 (Pcr) (Parador),3,https://virtual.granderecife.pe.gov.br/rumo/?codigo-linha=1100
065,grctm,065,Piedade / Ti Prazeres,3,https://virtual.granderecife.pe.gov.br/rumo/?codigo-linha=065
075,grctm,075,Ti Prazeres / Curcurana,3,https://virtual.granderecife.pe.gov.br/rumo/?codigo-linha=075
291,grctm,291,Ti Jaboatão / Moreno (Recife Outlet),3,https://virtual.granderecife.pe.gov.br/rumo/?codigo-linha=291
238,grctm,238,Ti Jaboatão / Ti Barro,3,https://virtual.granderecife.pe.gov.br/rumo/?codigo-linha=238
858,grctm,858,Ti Joana Bezerra / Ti Afogados / Ti Barro,3,https://virtual.granderecife.pe.gov.br/rumo/?codigo-linha=858
2481,grctm,2481,Ti Camaragibe / Ti Tip,3,https://virtual.granderecife.pe.gov.br/rumo/?codigo-linha=2481
1963,grctm,1963,Ti Pe-15 / Ti Igarassu (Sítio Histórico),3,https://virtual.granderecife.pe.gov.br/rumo/?codigo-linha=1963
1908,grctm,1908,Ti Igarassu / Botafogo,3,https://virtual.granderecife.pe.gov.br/rumo/?codigo-linha=1908
2470,grctm,2470,Circular Vila Da Fábrica/Santana (Via Bairro Dos Estados),3,https://virtual.granderecife.pe.gov.br/rumo/?codigo-linha=2470
2501,grctm,2501,Circular Peroba / Oitenta / Borralho,3,https://virtual.granderecife.pe.gov.br/rumo/?codigo-linha=2501
2502,grctm,2502,Circular Santa Mônica / Maranguape (V. Beira Rio),3,https://virtual.granderecife.pe.gov.br/rumo/?codigo-linha=2502
2503,grctm,2503,Circular Quadra 30 (V. Celeiro),3,https://virtual.granderecife.pe.gov.br/rumo/?codigo-linha=2503
2504,grctm,2504,Circular Vale Das Pedreiras (Shopping),3,https://virtual.granderecife.pe.gov.br/rumo/?codigo-linha=2504
2505,grctm,2505,Circular Tabatinga / São Jorge (Via Fábrica),3,https://virtual.granderecife.pe.gov.br/rumo/?codigo-linha=2505
1948,grctm,1948,Ti Macaxeira / Arthur Lundgren Ii,3,https://virtual.granderecife.pe.gov.br/rumo/?codigo-linha=1948
1902,grctm,1902,Ti Macaxeira / Mirueira,3,https://virtual.granderecife.pe.gov.br/rumo/?codigo-linha=1902
2434,grctm,2434,Ti Getúlio Vargas / Tamarineira,3,https://virtual.granderecife.pe.gov.br/rumo/?codigo-linha=2434
